symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
POLR2A	0.2916635672936505	No data	No data	No data	0.9349349013352117	0.24593941222229776	No data	No data	RNA polymerase II subunit A
MAPKAP1	0.29162141958532184	No data	No data	No data	0.9593901829978526	No data	No data	No data	MAPK associated protein 1
RASA4	0.291531711606182	No data	No data	No data	0.9493681646083069	0.09726892761785938	No data	No data	RAS p21 protein activator 4
CAMK2G	0.29134828753465664	No data	No data	No data	0.9566678276378568	0.01823792392834863	No data	No data	calcium/calmodulin dependent protein kinase II gamma
VIM	0.2913001483428521	No data	No data	No data	0.8885882856082363	0.6974496379213482	No data	No data	vimentin
YWHAZ	0.2912549052916474	No data	No data	No data	0.929607578850565	0.28576827782232994	No data	No data	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
GDNF	0.2912058449977507	No data	No data	No data	0.945759887845437	0.12263117871041591	No data	No data	glial cell derived neurotrophic factor
IL5RA	0.2910775612123782	No data	No data	No data	0.9542573521577107	0.03343619386863916	No data	No data	interleukin 5 receptor subunit alpha
FURIN	0.2908191198623295	No data	No data	No data	0.8857379647189365	0.7101277403248439	No data	No data	furin, paired basic amino acid cleaving enzyme
DLG4	0.2908133930703558	No data	No data	No data	0.9486430414739789	0.08088857001554625	No data	No data	discs large MAGUK scaffold protein 4
CAMK2D	0.2907939177526296	No data	No data	No data	0.9566678276378568	No data	No data	No data	calcium/calmodulin dependent protein kinase II delta
RPA1	0.29065705409289355	No data	No data	No data	0.9466426569199068	0.09574910062383032	No data	No data	replication protein A1
PIP4K2A	0.2906359002682849	No data	No data	No data	0.954932112516655	0.012158615952232422	No data	No data	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
RASGRF1	0.29056985170721794	0.0037715437006416593	No data	No data	0.9441498091971382	0.1094275435700918	No data	No data	Ras protein specific guanine nucleotide releasing factor 1
USP2	0.2905082422358085	No data	No data	No data	0.8898594856665049	0.6586851290546678	No data	No data	ubiquitin specific peptidase 2
LAMTOR2	0.29049697183503215	No data	No data	No data	0.9544750590697872	0.012158615952232422	No data	No data	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
EIF4B	0.29047189196341666	No data	No data	No data	0.9067628608047468	0.48845550891433726	No data	No data	eukaryotic translation initiation factor 4B
CUL1	0.29043414010035756	No data	No data	No data	0.9364863763745849	0.1899783742536316	No data	No data	cullin 1
SYNGAP1	0.2904229720421279	No data	No data	No data	0.9493681646083069	0.06079307976116211	No data	No data	synaptic Ras GTPase activating protein 1
KSR1	0.290383174479411	No data	No data	No data	0.947195275008521	0.08121269638468101	No data	No data	kinase suppressor of ras 1
AURKB	0.2903449079601424	No data	No data	0.12158615952232422	0.8709615444383813	0.527310661734973	No data	No data	aurora kinase B
PIP4K2C	0.2902663204136002	No data	No data	No data	0.954932112516655	No data	No data	No data	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
TNRC6B	0.29021650025437346	No data	No data	No data	0.9547682117587974	No data	No data	No data	trinucleotide repeat containing adaptor 6B
TNRC6C	0.29021650025437346	No data	No data	No data	0.9547682117587974	No data	No data	No data	trinucleotide repeat containing adaptor 6C
TNRC6A	0.29021650025437346	No data	No data	No data	0.9547682117587974	No data	No data	No data	trinucleotide repeat containing adaptor 6A
AGO3	0.29021650025437346	No data	No data	No data	0.9547682117587974	No data	No data	No data	argonaute RISC catalytic component 3
MOV10	0.29021650025437346	No data	No data	No data	0.9547682117587974	No data	No data	No data	Mov10 RISC complex RNA helicase
AGO4	0.29021650025437346	No data	No data	No data	0.9547682117587974	No data	No data	No data	argonaute RISC component 4
WDR1	0.29008735518038625	No data	No data	No data	0.702171642133431	0.13509573280258244	No data	No data	WD repeat domain 1
APBB1IP	0.29001406336990315	No data	No data	No data	0.9522784327593765	0.01823792392834863	No data	No data	amyloid beta precursor protein binding family B member 1 interacting protein
TRAT1	0.2899872170322483	No data	No data	No data	0.9491504583974852	0.04863446380892969	No data	No data	T cell receptor associated transmembrane adaptor 1
E2F1	0.28996865867177063	No data	No data	No data	0.9500013004063188	0.03951550184475537	No data	No data	E2F transcription factor 1
KSR2	0.28990108123387476	No data	No data	No data	0.947195275008521	0.06535256074324927	No data	No data	kinase suppressor of ras 2
RAD9A	0.2898978397439013	No data	No data	No data	0.9313784102608791	0.22341456812227073	No data	No data	RAD9 checkpoint clamp component A
F11R	0.2898522510139077	No data	No data	No data	0.8878214614941057	0.6574842558070894	No data	No data	F11 receptor
E2F3	0.2897511639932375	No data	No data	No data	0.9091725804572764	0.44064745671235217	No data	No data	E2F transcription factor 3
TXN	0.2896221789539966	No data	No data	No data	0.8731447236705774	0.7966826126729997	No data	No data	thioredoxin
DAZL	0.2895618969796674	0.4753954370021469	No data	No data	No data	0.01823792392834863	No data	No data	deleted in azoospermia like
ICOS	0.28953152770175944	No data	No data	No data	0.9456281957726892	0.06886560312189277	No data	No data	inducible T cell costimulator
DUSP10	0.2894476059293988	No data	No data	No data	0.9441498091971382	0.08088857001554625	No data	No data	dual specificity phosphatase 10
LAT	0.28944245531008683	No data	No data	No data	0.9522217214433616	No data	No data	No data	linker for activation of T cells
PIP5K1B	0.2893480371839326	No data	No data	No data	0.9414665113049367	0.10444588842299657	No data	No data	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
ITGA3	0.289345613165573	No data	No data	No data	0.8806654502312369	0.7123767526372305	No data	No data	integrin subunit alpha 3
SPRED2	0.28931143899203343	No data	No data	No data	0.9517906976539168	No data	No data	No data	sprouty related EVH1 domain containing 2
PTPRA	0.2892285272044273	No data	No data	No data	0.9441498091971382	0.07368121267052849	No data	No data	protein tyrosine phosphatase receptor type A
TPX2	0.28911787195402877	No data	No data	No data	0.8721579596178859	0.7899593187728661	No data	No data	TPX2 microtubule nucleation factor
SPTBN4	0.2891063853113647	No data	No data	No data	0.9511161021852406	No data	No data	No data	spectrin beta, non-erythrocytic 4
SPTB	0.2891063853113647	No data	No data	No data	0.9511161021852406	No data	No data	No data	spectrin beta, erythrocytic
SPTBN5	0.2891063853113647	No data	No data	No data	0.9511161021852406	No data	No data	No data	spectrin beta, non-erythrocytic 5
SPTBN2	0.2891063853113647	No data	No data	No data	0.9511161021852406	No data	No data	No data	spectrin beta, non-erythrocytic 2
SPTA1	0.2891063853113647	No data	No data	No data	0.9511161021852406	No data	No data	No data	spectrin alpha, erythrocytic 1
FNBP1	0.28892209980502964	No data	0.46190872354966905	No data	No data	0.2669238375680024	No data	No data	formin binding protein 1
ARHGAP5	0.2888402213823531	No data	0.46190872354966905	No data	No data	0.26423016180759834	No data	No data	Rho GTPase activating protein 5
TRPV1	0.2888329412839918	No data	No data	0.46945767148897405	No data	0.11301169884141886	No data	No data	transient receptor potential cation channel subfamily V member 1
PLK1	0.2888321870934978	No data	No data	No data	0.847978736041872	0.8465393698110069	No data	0.3955805700058818	polo like kinase 1
RGPD3	0.28873758224379326	No data	0.45643230612858215	No data	No data	No data	No data	0.3703818384448801	RANBP2 like and GRIP domain containing 3
RASA3	0.28857507276870437	No data	No data	No data	0.9493681646083069	No data	No data	No data	RAS p21 protein activator 3
RASAL3	0.28857507276870437	No data	No data	No data	0.9493681646083069	No data	No data	No data	RAS protein activator like 3
CNKSR1	0.28856135426064267	No data	No data	No data	0.947195275008521	0.021277577916406734	No data	No data	connector enhancer of kinase suppressor of Ras 1
MTMR11	0.288526458241159	0.47460411509779316	No data	No data	No data	No data	No data	No data	myotubularin related protein 11
PIAS4	0.2884947419901068	No data	No data	No data	0.93387184467276	0.15232043873491172	No data	No data	protein inhibitor of activated STAT 4
MTA1	0.28848153653685954	No data	No data	No data	0.8845753735550599	0.6448507105546998	No data	No data	metastasis associated 1
ALCAM	0.28847630229434656	0.38977747468869217	No data	No data	0.5876994384743872	0.5076768544106746	No data	No data	activated leukocyte cell adhesion molecule
PIK3C2B	0.288293324309148	0.2758470337558415	No data	No data	0.8086113871903001	0.04289289516481993	No data	No data	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
ADAMTS17	0.28828846767117633	0.41052642885031115	No data	No data	0.506247381062519	0.01823792392834863	No data	No data	ADAM metallopeptidase with thrombospondin type 1 motif 17
MAPKAPK5	0.28825434736642885	0.09428137194354308	No data	No data	0.8882031504213502	0.2918067828535781	No data	No data	MAPK activated protein kinase 5
PITPNB	0.2881977310408725	0.4740633838145978	No data	No data	No data	No data	No data	No data	phosphatidylinositol transfer protein beta
TFDP2	0.2881745576406103	No data	No data	No data	0.9480505306615893	No data	No data	No data	transcription factor Dp-2
SDC1	0.2881031688004571	No data	No data	No data	0.8555698097994403	0.9224586241959714	No data	No data	syndecan 1
RASGEF1A	0.28809761284909213	No data	No data	No data	0.9441498091971382	0.03647584785669726	No data	No data	RasGEF domain family member 1A
MARK3	0.2879145895149445	No data	No data	No data	0.947195275008521	No data	No data	No data	microtubule affinity regulating kinase 3
BRAP	0.2879145895149445	No data	No data	No data	0.947195275008521	No data	No data	No data	BRCA1 associated protein
RASGRP4	0.2879128229217498	No data	No data	No data	0.9441498091971382	0.030396539880581056	No data	No data	RAS guanyl releasing protein 4
SHC2	0.2879128229217498	No data	No data	No data	0.9441498091971382	0.030396539880581056	No data	No data	SHC adaptor protein 2
CITED4	0.28789839287237023	0.47141790701554603	No data	No data	No data	0.043061764830823156	No data	No data	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
SPRED3	0.28774708110185426	No data	No data	No data	0.946644197768321	No data	No data	No data	sprouty related EVH1 domain containing 3
RPA3	0.28773877102111656	No data	No data	No data	0.94220936058203	0.044074982826842524	No data	No data	replication protein A3
HSPA8	0.2876737711835832	No data	No data	No data	0.6967280148161087	0.2789513784304724	No data	No data	heat shock protein family A (Hsp70) member 8
IGF1R	0.28763474493478514	No data	No data	0.1895719854622097	0.807534885877466	0.9661263508077372	No data	No data	insulin like growth factor 1 receptor
KDM4B	0.28758362468227394	No data	No data	No data	0.8877133469034834	0.5839310406792423	No data	No data	lysine demethylase 4B
IL17RD	0.2875432430670651	No data	No data	No data	0.9441498091971382	0.01823792392834863	No data	No data	interleukin 17 receptor D
YWHAG	0.28754288781169046	No data	No data	No data	0.9296765100844303	0.16295922769311508	No data	No data	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
WRAP53	0.2875138519659277	0.2279740491043579	No data	No data	0.8297283530537258	0.04863446380892969	No data	No data	WD repeat containing antisense to TP53
GFRA2	0.28747828148347687	No data	No data	No data	0.945759887845437	No data	No data	No data	GDNF family receptor alpha 2
PROX1	0.2873824745667801	0.467328581454916	No data	No data	No data	0.10787534729505383	No data	No data	prospero homeobox 1
RAPGEF2	0.28735845313972275	No data	No data	No data	0.9441498091971382	0.012158615952232422	No data	No data	Rap guanine nucleotide exchange factor 2
PRKCE	0.28735825600090037	No data	No data	0.07599134970145263	0.900411929769714	0.15654189634052412	No data	No data	protein kinase C epsilon
CBX2	0.28733858843818294	0.051883316068865	No data	No data	0.8703491120418704	0.6342158110612083	No data	No data	chromobox 2
CDC25C	0.28727567349336003	No data	No data	No data	0.9194820581722113	0.25611280155047583	No data	No data	cell division cycle 25C
PPP1R13B	0.2870380556153123	No data	No data	No data	0.93610454582685	0.08207065767756885	No data	No data	protein phosphatase 1 regulatory subunit 13B
DUSP9	0.286988873285038	No data	No data	No data	0.9441498091971382	No data	No data	No data	dual specificity phosphatase 9
DUSP16	0.286988873285038	No data	No data	No data	0.9441498091971382	No data	No data	No data	dual specificity phosphatase 16
WDR83	0.286988873285038	No data	No data	No data	0.9441498091971382	No data	No data	No data	WD repeat domain 83
SHC3	0.286988873285038	No data	No data	No data	0.9441498091971382	No data	No data	No data	SHC adaptor protein 3
BBC3	0.2869761086350903	No data	No data	No data	0.9135867643327953	0.3052105110453381	No data	No data	BCL2 binding component 3
F2	0.286896764794115	No data	No data	No data	0.9086022820621154	0.3524450418805287	No data	No data	coagulation factor II, thrombin
SUMO1	0.28688617045210457	No data	No data	No data	0.9354959457715475	0.08315986702328965	No data	No data	small ubiquitin like modifier 1
MNX1	0.28679268397194424	No data	0.43353065004678726	No data	No data	0.7644307605801127	No data	No data	motor neuron and pancreas homeobox 1
ITPR3	0.2867535027467984	No data	No data	No data	0.9391368472544789	0.04238628616681025	No data	No data	inositol 1,4,5-trisphosphate receptor type 3
PPM1A	0.2866195352836824	No data	No data	No data	0.9067628608047468	0.3617188245789145	No data	No data	protein phosphatase, Mg2+/Mn2+ dependent 1A
VRK1	0.2865759151210646	0.4377101742803672	No data	No data	No data	0.6737089099131984	No data	No data	VRK serine/threonine kinase 1
HUS1	0.2864792260880678	No data	No data	No data	0.9313784102608791	0.11094737056412086	No data	No data	HUS1 checkpoint clamp component
PERP	0.2864716757636342	No data	No data	No data	0.8743617627691408	0.6808654512740281	No data	No data	p53 apoptosis effector related to PMP22
RPA2	0.28639904404788447	No data	No data	No data	0.94220936058203	No data	No data	No data	replication protein A2
CD44	0.28632812943062624	No data	No data	No data	0.8463155405571616	0.9566052170362231	No data	No data	CD44 molecule (Indian blood group)
CACNA1C	0.2862362452349804	No data	0.18237923928348632	0.06079307976116211	0.835990918484743	0.039346632178752144	No data	No data	calcium voltage-gated channel subunit alpha1 C
PRKAG3	0.28620881943997156	No data	No data	No data	0.9391518273202389	0.024317231904464845	No data	No data	protein kinase AMP-activated non-catalytic subunit gamma 3
